Enterprise_ID,Enterprise_Name,Sector,Annual_Revenue,Employees,Credit_Score,Loan_Amount,Loan_Purpose,Loan_Tenure,Interest_Rate,Prev_Loan_Default,Collateral_Value,Application_Date,Loan_Approved
1433,Davis Group,Hospitality,42664348,182,730,1233387,Expansion,60,14.29,No,1711127,2024-12-15,Yes
1567,Hernandez-Turner,Hospitality,9989138,422,621,965256,Debt Consolidation,12,10.62,No,3029674,2024-12-15,Yes
1895,Hudson-Mann,Education,10714891,118,383,1260152,Equipment Purchase,12,11.75,No,3282940,2024-12-15,No
1395,"Barr, Harrington and Allison",Hospitality,30610323,428,726,1565915,Marketing,48,7.85,No,3780864,2024-12-11,Yes
1295,"Ayala, Duncan and Pittman",Manufacturing,25376816,455,617,263187,Debt Consolidation,48,10.68,No,2672280,2024-12-11,Yes
1405,"Pineda, Ross and Barrera",Agriculture,47571160,262,330,4950334,Inventory Purchase,48,9.08,No,4128140,2024-12-10,No
1391,Grant LLC,Education,27035947,172,447,3188589,Research & Development,24,8.16,No,1554819,2024-12-09,No
1485,Moody-Brown,Transportation,1605409,106,828,2549308,Inventory Purchase,36,13.05,No,1841825,2024-12-09,Yes
1609,Shannon-Ruiz,Agriculture,39710304,425,770,2337300,Research & Development,60,14.28,Yes,2558894,2024-12-08,No
1022,Smith PLC,Manufacturing,3002324,152,498,3919712,Debt Consolidation,36,8.04,No,454470,2024-12-08,No
1832,"Anderson, Hinton and White",Manufacturing,27256629,84,651,3566689,Debt Consolidation,60,8.2,No,284745,2024-12-06,No
1758,Rivera-Doyle,Construction,10986298,445,661,1714099,Marketing,12,10.01,No,4346841,2024-12-06,Yes
1244,Alvarado LLC,Transportation,24025010,362,781,3402198,Equipment Purchase,24,13.91,No,914899,2024-12-06,No
1097,Jones Ltd,Education,38646529,36,537,2695834,Working Capital,48,11.02,No,4505978,2024-12-05,No
1436,Patel-Williams,Manufacturing,48089005,297,577,2738439,Working Capital,24,9.9,No,2904135,2024-12-05,No
1134,Mckee Inc,Agriculture,9860935,383,564,2383785,Working Capital,48,9.74,No,4174741,2024-12-03,No
1133,Blair Ltd,Retail,17354286,461,776,1977145,Real Estate,48,14.52,No,1909722,2024-12-02,Yes
1533,Duncan-Torres,Construction,11115078,74,324,3840030,Marketing,36,12.7,No,1638049,2024-12-01,No
1282,Hayes and Sons,Agriculture,11047595,273,748,3305228,Equipment Purchase,60,8.93,No,4786416,2024-11-30,Yes
1866,Kline-Bell,Agriculture,22320139,128,573,2520872,Expansion,24,13.54,No,458177,2024-11-30,No
1834,Johnson-Crawford,Agriculture,38998210,252,726,1714694,Equipment Purchase,12,11.61,Yes,3848570,2024-11-28,No
1213,Daniels-Edwards,Finance,37207525,272,419,3080672,Marketing,12,13.83,No,3539550,2024-11-28,No
1941,Farrell-Joseph,IT Services,34134205,99,836,1375393,Inventory Purchase,24,13.08,No,4509118,2024-11-28,Yes
1555,Brown-Mercado,Agriculture,25859871,291,589,2155845,Debt Consolidation,36,9.36,No,3919108,2024-11-25,No
1708,"King, Vazquez and Williams",Retail,33942480,482,455,564310,Equipment Purchase,48,13.91,No,4505237,2024-11-24,No
1754,Guzman and Sons,Agriculture,21843837,267,828,2906284,Expansion,24,11.26,No,1560902,2024-11-23,No
1915,"Johnson, Green and Campbell",Education,26560098,125,303,2068067,Research & Development,48,10.23,No,173182,2024-11-23,No
1435,Lucas LLC,Hospitality,11812658,21,408,4748455,Research & Development,36,7.32,No,4706630,2024-11-22,No
1236,Lowery Inc,Construction,1691757,45,768,1942360,Expansion,12,11.04,No,883142,2024-11-21,No
1262,"Gonzalez, Moore and Clark",IT Services,25755666,209,478,636644,Marketing,12,10.55,No,4334874,2024-11-21,No
1084,Anderson Inc,Manufacturing,25210749,60,678,3955933,Research & Development,12,11.78,No,1705464,2024-11-20,No
1558,"Huynh, White and Gutierrez",Finance,30263888,61,422,3538780,Marketing,24,9.02,No,3067253,2024-11-19,No
1431,"Guerrero, Rogers and Villanueva",Healthcare,48052359,88,376,2053341,Expansion,24,12.2,No,4048880,2024-11-19,No
1119,Johnson-Carroll,Finance,21820280,83,832,4424660,Expansion,12,14.77,No,2532266,2024-11-19,No
1481,Payne LLC,Healthcare,42723416,272,816,2544975,Debt Consolidation,48,10.5,No,1811987,2024-11-17,Yes
1815,Palmer-Munoz,Agriculture,5188891,22,573,2773705,Research & Development,36,10.2,No,683976,2024-11-14,No
1714,Rogers-Holland,Transportation,38712981,181,433,4198535,Working Capital,12,11.69,No,1078719,2024-11-12,No
1158,"Campbell, Pitts and Williamson",Retail,7202258,130,578,2008911,Real Estate,24,14.15,No,1811856,2024-11-12,No
1520,"Chandler, Lara and Wells",Education,5684346,71,585,2624055,Research & Development,48,13.25,No,586364,2024-11-11,No
1392,Reyes and Sons,Construction,33909688,75,501,4339399,Debt Consolidation,60,14.02,No,4545433,2024-11-10,No
1135,Moore-Fernandez,IT Services,25444321,272,671,4094420,Inventory Purchase,48,14.9,No,2602192,2024-11-09,No
1888,Price-White,Hospitality,11856760,412,498,224591,Debt Consolidation,24,8.87,No,4253726,2024-11-09,No
1974,Miller-Garner,Agriculture,9704813,365,403,4511054,Research & Development,24,12.38,No,362051,2024-11-09,No
1310,"Ayers, Madden and Huber",Manufacturing,15143385,288,318,4209545,Inventory Purchase,48,8.74,No,1443196,2024-11-08,No
1218,"Greene, Chandler and Campbell",Finance,7238795,383,619,4993180,Expansion,60,12.56,No,912219,2024-11-08,No
1810,Zuniga Inc,Hospitality,36783612,228,389,3955288,Debt Consolidation,36,11.98,No,443781,2024-11-07,No
1098,"Sims, Smith and Boyd",Finance,14769205,166,403,159778,Real Estate,48,14.28,No,3816176,2024-11-05,No
1255,"Olson, Knight and Stevens",Healthcare,32354977,14,826,4932091,Real Estate,48,8.95,No,493035,2024-11-04,No
1187,"Nelson, Berry and Beard",Construction,10944790,492,550,416462,Research & Development,60,7.7,No,2751243,2024-11-03,No
1351,"Clark, Gomez and Ortiz",Finance,26841846,332,567,3042775,Inventory Purchase,36,11.63,No,2517286,2024-11-03,No
1541,Smith LLC,Agriculture,31038378,494,426,4932303,Inventory Purchase,60,11.0,No,3920033,2024-11-02,No
1847,Hill PLC,Construction,30124900,33,470,619385,Expansion,12,10.68,No,2092532,2024-11-01,No
1641,Bates PLC,Manufacturing,49943187,451,400,452365,Working Capital,24,9.16,No,2245814,2024-11-01,No
1643,Lopez and Sons,Manufacturing,44353746,270,822,4209404,Marketing,48,14.99,No,4907162,2024-10-31,Yes
1059,Carroll Ltd,Agriculture,13966064,313,385,1090029,Real Estate,60,14.81,Yes,996984,2024-10-31,No
1777,Lee-Williams,Healthcare,46221400,32,458,182806,Inventory Purchase,24,8.4,No,2038022,2024-10-31,No
1548,Horn-Cook,IT Services,40972097,404,683,3099610,Inventory Purchase,24,11.75,No,416590,2024-10-31,No
1427,Brown PLC,Agriculture,47316696,414,334,2058691,Research & Development,48,13.57,Yes,4629097,2024-10-31,No
1584,"Walker, Mendoza and Patterson",Agriculture,43081603,38,702,3348140,Inventory Purchase,36,14.39,No,1982893,2024-10-30,No
1778,Nixon Group,Transportation,28346162,422,788,4125345,Debt Consolidation,48,12.18,No,4480806,2024-10-29,Yes
1991,English-Haas,Transportation,39491224,373,544,699792,Marketing,48,10.28,No,4304284,2024-10-29,No
1366,Fox and Sons,Manufacturing,28866537,110,406,4855997,Research & Development,36,14.42,No,1806608,2024-10-29,No
1817,Hall-Mitchell,Transportation,15064147,429,610,3405610,Debt Consolidation,36,10.25,No,2301347,2024-10-28,Yes
1581,Morris-Williams,Education,2656671,139,532,1647419,Equipment Purchase,36,8.58,No,1440179,2024-10-27,No
1388,Green-Blanchard,Hospitality,48379179,82,495,3749244,Working Capital,12,13.36,Yes,4478760,2024-10-26,No
1661,Boyd Ltd,Construction,40720592,459,399,3130486,Equipment Purchase,48,9.74,No,2582000,2024-10-25,No
1129,"Baker, Stephens and Walker",Finance,14061358,307,495,151707,Expansion,36,10.77,No,2618921,2024-10-24,No
1653,Rose PLC,Education,48424280,229,602,3380931,Working Capital,12,14.71,Yes,4292154,2024-10-23,No
1109,"Wheeler, Hamilton and Wade",Agriculture,30229010,442,519,1179525,Debt Consolidation,48,13.9,No,2264669,2024-10-22,No
1035,Garcia-Phillips,Finance,11543305,276,744,1475607,Debt Consolidation,60,10.1,No,4008905,2024-10-20,Yes
1338,Morales-Mcintosh,Education,29348817,490,565,4818784,Expansion,48,12.82,Yes,134153,2024-10-20,No
1918,"Fields, Koch and Mcdonald",Construction,16702852,485,770,954741,Research & Development,36,11.58,No,134106,2024-10-19,No
1577,Cabrera Inc,Manufacturing,16886372,129,514,428821,Equipment Purchase,48,13.36,No,4265272,2024-10-17,No
1103,Reynolds-Lee,Finance,27791175,153,685,3442103,Expansion,36,10.66,No,3870730,2024-10-17,Yes
1076,"Shaw, Thomas and Frank",Hospitality,12686214,345,325,4136405,Expansion,48,10.79,No,1817091,2024-10-17,No
1256,"Wilson, Green and Williams",Retail,26874486,437,325,773812,Expansion,24,14.73,No,3149072,2024-10-16,No
1807,Irwin-Smith,Healthcare,33880340,393,791,3702571,Marketing,24,13.32,No,1284832,2024-10-16,No
1528,Palmer Group,Construction,36284660,480,787,3332452,Marketing,48,9.51,Yes,713478,2024-10-15,No
1497,Tran-Kelley,Finance,1403119,429,664,3732403,Debt Consolidation,12,9.61,No,1360646,2024-10-15,No
1531,Sawyer PLC,Finance,12667877,432,364,4261603,Research & Development,36,11.64,No,2466207,2024-10-14,No
1381,Bell-Reed,Manufacturing,30900787,471,659,2114017,Expansion,36,12.11,Yes,4237442,2024-10-14,No
1613,Walker-Collins,Hospitality,21540338,110,653,2538064,Inventory Purchase,12,10.5,No,1642023,2024-10-14,No
1858,Phillips-Chan,Agriculture,2960826,47,546,3597831,Working Capital,12,11.9,No,2147951,2024-10-13,No
1854,Pearson-Hooper,Agriculture,6540070,497,472,326256,Expansion,60,8.2,No,3765663,2024-10-11,No
1574,"Smith, Delgado and Moore",Transportation,33735803,114,589,1907402,Debt Consolidation,36,8.15,No,977281,2024-10-10,No
1530,Gomez Ltd,Hospitality,40669950,385,841,3846328,Expansion,36,7.27,No,1352970,2024-10-10,No
1649,Webster-Coleman,Agriculture,25363941,47,801,1651899,Inventory Purchase,36,11.02,No,3495906,2024-10-10,Yes
1731,Clarke and Sons,Construction,34138881,158,755,2467893,Expansion,24,13.94,No,1961128,2024-10-10,Yes
1589,Montgomery-Armstrong,Agriculture,21833173,453,636,4580967,Marketing,60,12.42,No,3509544,2024-10-10,Yes
1371,Galvan PLC,Healthcare,47058665,58,329,4265255,Debt Consolidation,36,13.46,No,437405,2024-10-10,No
1906,"Park, Martin and Turner",Transportation,12666027,182,720,1692173,Real Estate,24,14.6,No,1490352,2024-10-09,Yes
1951,Petty Group,Finance,4122951,359,803,589415,Inventory Purchase,24,7.42,No,1051622,2024-10-07,Yes
1984,"Johnson, Jones and Bradshaw",Retail,14045697,322,717,2400269,Inventory Purchase,24,9.28,No,1462210,2024-10-06,No
1873,Anthony-Wilson,Healthcare,8196042,238,453,2116328,Marketing,12,11.37,No,784158,2024-10-06,No
1390,Ward Group,Finance,12305231,414,492,4013397,Research & Development,36,7.83,No,4660764,2024-10-05,No
1725,Harris-Kline,Manufacturing,30536204,128,606,3511134,Debt Consolidation,24,8.69,No,3921907,2024-10-05,Yes
1993,"Garcia, Jones and Brown",Agriculture,11427148,66,636,2468756,Equipment Purchase,60,12.1,No,215301,2024-10-05,No
1578,"Miller, Baker and Montes",Retail,38622748,402,326,759987,Research & Development,12,8.13,No,3430145,2024-10-04,No
1313,Sanchez Ltd,Education,36119150,113,408,4031814,Equipment Purchase,60,14.81,Yes,3984740,2024-10-03,No
1439,"Allen, Levine and Christensen",Healthcare,40043896,101,464,897057,Debt Consolidation,12,10.67,No,171937,2024-10-03,No
1768,Day and Sons,Agriculture,13681730,180,755,2289063,Real Estate,48,10.35,No,498402,2024-10-02,No
1165,"Miller, Kennedy and Moore",Manufacturing,34246730,163,547,1549466,Real Estate,36,9.69,No,703668,2024-10-01,No
1228,"Carey, Washington and Sellers",Finance,43515252,28,554,1743707,Working Capital,24,13.25,No,1685407,2024-10-01,No
1729,Wilson Ltd,IT Services,28050901,440,524,1417621,Real Estate,60,10.33,No,1460364,2024-09-30,No
1496,Wells Inc,Manufacturing,7155579,317,381,2162362,Working Capital,24,13.56,No,504623,2024-09-29,No
1212,Castaneda LLC,Healthcare,11971177,300,697,4239394,Working Capital,36,14.82,No,1456427,2024-09-29,No
1482,Smith-Chambers,Hospitality,18104132,89,483,3371557,Expansion,48,9.74,No,1032099,2024-09-27,No
1008,Jones-Haas,Finance,38944452,288,699,4056778,Marketing,24,13.08,Yes,722225,2024-09-27,No
1852,Smith Ltd,Healthcare,49854843,478,648,2328531,Marketing,48,13.12,No,2819785,2024-09-26,Yes
1890,Rodriguez-Fowler,Transportation,49830419,328,626,2698133,Research & Development,60,8.89,No,3921549,2024-09-26,Yes
1784,Welch-Morgan,Hospitality,43537644,137,721,4731889,Debt Consolidation,60,14.14,No,3329692,2024-09-25,Yes
1181,Andrews-Potter,Finance,21886096,490,759,3336904,Working Capital,36,7.66,No,3672546,2024-09-23,Yes
1792,"Pineda, Rivera and Matthews",Agriculture,42681557,138,509,575278,Real Estate,48,8.7,No,2851818,2024-09-22,No
1874,Bell LLC,Manufacturing,38407753,345,703,4532787,Equipment Purchase,24,7.72,No,2742205,2024-09-22,No
1564,"Parker, Smith and Walker",Agriculture,38518167,242,679,1327222,Research & Development,60,14.26,No,1246688,2024-09-22,Yes
1886,Savage-Lopez,Construction,48602635,197,702,4275318,Marketing,48,9.85,No,1691973,2024-09-21,No
1292,"Jenkins, Silva and Smith",Retail,38639184,320,435,979854,Expansion,60,13.73,No,3498281,2024-09-21,No
1492,Castaneda Ltd,Finance,9197295,368,706,1017472,Marketing,48,13.72,No,414716,2024-09-21,No
1736,Valdez-Sandoval,Finance,16941617,311,788,425437,Working Capital,48,12.01,No,3753375,2024-09-21,Yes
1346,Powell-Curry,Transportation,49356322,484,686,1015480,Expansion,36,13.01,No,4019411,2024-09-20,Yes
1686,Jimenez Group,IT Services,3938199,278,612,697904,Real Estate,12,10.8,Yes,1908777,2024-09-19,No
1106,"Moore, Smith and Pittman",Construction,14942402,167,582,622154,Inventory Purchase,60,14.73,No,3394443,2024-09-17,No
1176,Garza-Jordan,Manufacturing,15529416,354,490,823858,Marketing,36,9.23,No,2890152,2024-09-15,No
1474,"Taylor, Maxwell and Buckley",Construction,20391451,402,416,2132709,Debt Consolidation,60,8.54,No,4067641,2024-09-14,No
1116,"Pacheco, Page and Mccoy",Construction,33722310,272,315,1381506,Marketing,48,13.61,No,2983361,2024-09-14,No
1917,Mckenzie Ltd,Retail,45799034,260,732,2971259,Equipment Purchase,24,10.94,No,3493749,2024-09-13,Yes
1849,Miller and Sons,Transportation,29487589,163,621,1672138,Research & Development,36,7.58,No,1624255,2024-09-12,Yes
1386,Stevens-Jones,Hospitality,28259197,445,739,4994940,Inventory Purchase,36,8.07,No,1006740,2024-09-12,No
1940,"Sherman, Barker and Alexander",Finance,4184790,146,841,4813199,Expansion,36,10.66,Yes,952810,2024-09-08,No
1221,"Cole, Turner and Marquez",Manufacturing,41345400,434,502,3599701,Equipment Purchase,12,11.89,No,1324856,2024-09-07,No
1598,Miles Group,Education,18941166,223,459,539439,Research & Development,48,14.93,No,3260101,2024-09-06,No
1344,Turner LLC,Healthcare,11822814,350,753,4960319,Equipment Purchase,48,14.32,No,2003980,2024-09-06,No
1042,Larson and Sons,IT Services,33399934,439,653,3532207,Real Estate,36,9.91,No,4254099,2024-09-06,Yes
1174,Armstrong-Odonnell,Manufacturing,36259647,176,741,3499752,Debt Consolidation,48,11.64,Yes,4033063,2024-09-06,No
1702,"Evans, Parker and Harris",Agriculture,4210016,466,470,1559410,Research & Development,60,12.89,No,415750,2024-09-04,No
1309,Vasquez Group,Finance,25374842,246,467,583442,Debt Consolidation,24,12.63,No,842515,2024-09-04,No
1326,Cox-Chandler,Hospitality,3035848,415,623,584273,Research & Development,60,9.5,No,2722452,2024-09-04,Yes
1019,Boyd-Barajas,Agriculture,20053322,74,502,4770432,Inventory Purchase,36,8.18,No,3208483,2024-09-03,No
1220,Sampson-Rivera,Transportation,48226729,176,388,3925258,Equipment Purchase,36,14.92,No,4102127,2024-09-01,No
1028,Mitchell Inc,Retail,14799990,426,613,1967306,Research & Development,60,7.28,No,3045035,2024-09-01,Yes
1266,Burns-Hawkins,Healthcare,10068026,390,839,1807542,Equipment Purchase,48,9.19,No,1591121,2024-09-01,Yes
1521,Henry Inc,Healthcare,35012730,228,356,3090193,Debt Consolidation,24,12.63,No,953057,2024-08-31,No
1272,Fernandez Group,Transportation,34458471,224,646,1089336,Research & Development,60,9.53,No,4290012,2024-08-31,Yes
1839,Haas-Tucker,Healthcare,45561177,110,343,3246779,Inventory Purchase,24,8.14,No,565729,2024-08-29,No
1884,Jones and Sons,Transportation,42916167,412,398,2950774,Debt Consolidation,60,7.81,No,4967790,2024-08-28,No
1617,"Brown, Vasquez and Kemp",Hospitality,12546081,96,453,4806797,Real Estate,12,14.53,No,1589152,2024-08-27,No
1030,Michael-Simmons,Healthcare,36981972,233,381,942840,Equipment Purchase,60,13.53,No,2906188,2024-08-27,No
1892,Smith-Hawkins,Healthcare,24284856,220,704,3397154,Expansion,24,13.99,No,3749446,2024-08-26,Yes
1337,Mitchell PLC,IT Services,9670178,301,749,1260294,Real Estate,36,10.57,No,427332,2024-08-26,No
1642,"Brennan, Sandoval and Vaughn",Agriculture,30933317,270,835,2484775,Inventory Purchase,24,13.56,No,3491489,2024-08-25,Yes
1304,"Glover, Leach and Delacruz",Construction,21515189,145,696,694557,Marketing,60,8.01,No,4746298,2024-08-24,Yes
1321,"White, Stewart and Hurley",Agriculture,40678201,130,819,2991912,Expansion,24,13.22,No,770892,2024-08-24,No
1889,Wu-Brown,IT Services,47350911,314,602,739104,Working Capital,60,12.11,No,892606,2024-08-23,Yes
1308,Randolph-Nicholson,Construction,11563214,39,300,3345705,Debt Consolidation,12,10.29,No,1583017,2024-08-23,No
1952,Jones-Jackson,Retail,27844511,263,321,3144287,Marketing,24,13.82,Yes,3296319,2024-08-22,No
1808,Harmon Group,Education,37159646,311,571,1237613,Expansion,48,11.93,Yes,1868182,2024-08-21,No
1024,"Moore, Moon and Bailey",Agriculture,47270061,412,791,2573199,Research & Development,12,13.15,No,841624,2024-08-21,No
1170,Smith-Petersen,IT Services,11473867,161,423,3961774,Expansion,60,10.62,No,1355927,2024-08-20,No
1619,Mcgee Group,Construction,30221379,394,593,1590017,Equipment Purchase,60,14.0,No,442776,2024-08-20,No
1082,Fuentes-Contreras,Education,13485559,301,526,2971656,Research & Development,60,14.07,No,3238741,2024-08-17,No
1894,Watkins-Webster,Construction,33446436,161,431,1308468,Inventory Purchase,12,13.93,No,598723,2024-08-16,No
1931,Mendez Group,Transportation,19673436,56,814,4132516,Marketing,12,9.59,No,2865845,2024-08-15,Yes
1788,"Reynolds, Allen and Mendoza",Retail,24289643,371,752,2538710,Inventory Purchase,24,14.9,No,3099307,2024-08-15,Yes
1423,"Blanchard, Smith and Weiss",Construction,32061293,150,424,208944,Equipment Purchase,12,13.69,No,3693512,2024-08-15,No
1885,Hickman Ltd,Hospitality,34371818,168,581,4530675,Equipment Purchase,24,11.99,No,122908,2024-08-15,No
1566,Anderson and Sons,Hospitality,15812143,445,487,1643812,Inventory Purchase,60,14.75,No,2269583,2024-08-14,No
1451,Santana LLC,Construction,16135763,52,832,1775502,Debt Consolidation,12,9.84,No,1410764,2024-08-14,Yes
1437,Sanchez Ltd,Transportation,1302186,137,367,795532,Working Capital,12,13.61,No,526377,2024-08-13,No
1671,Lee Inc,Retail,24991831,178,573,971535,Equipment Purchase,60,7.96,No,4360493,2024-08-13,No
1169,Tate Ltd,Finance,13790902,59,500,1934907,Equipment Purchase,12,11.07,No,4961672,2024-08-13,No
1782,Lopez PLC,Transportation,7152941,376,758,3557521,Marketing,48,12.39,No,143608,2024-08-12,No
1037,Hill and Sons,Education,29088632,465,460,3656210,Real Estate,36,8.07,No,4133372,2024-08-12,No
1314,"Gregory, Hull and Brooks",Hospitality,11523401,127,567,4788118,Research & Development,24,14.64,No,697122,2024-08-11,No
1083,Farley-Owen,Transportation,32908562,212,735,4808569,Equipment Purchase,36,8.21,No,4214133,2024-08-11,Yes
1087,Andrews PLC,Retail,23761900,286,606,4007129,Inventory Purchase,36,12.61,No,673578,2024-08-10,No
1663,Becker-Johnson,Retail,23749774,443,827,800033,Research & Development,60,12.04,No,3444020,2024-08-08,Yes
1776,Burton-Young,Retail,15150540,28,737,938927,Research & Development,48,14.73,Yes,1571093,2024-08-08,No
1726,Harrison-Green,Healthcare,19827165,48,756,2526277,Real Estate,48,8.89,Yes,2828366,2024-08-07,No
1299,Maynard Inc,Retail,37045138,409,643,1782678,Debt Consolidation,12,7.58,No,660326,2024-08-06,No
1569,Adams-Garcia,Finance,13037574,51,773,4573447,Working Capital,12,12.41,No,208988,2024-08-06,No
1080,"Mendoza, Lewis and Jacobs",Education,22105074,408,343,4087793,Real Estate,12,7.46,No,4634470,2024-08-05,No
1721,White and Sons,Hospitality,9962049,492,827,3029735,Marketing,48,12.86,No,1177360,2024-08-04,No
1763,"Spears, Rangel and Hood",Hospitality,27312911,416,806,3349479,Expansion,24,8.76,No,641058,2024-08-03,No
1945,"Johnson, Drake and Delacruz",Retail,10963441,147,484,892330,Working Capital,48,10.35,Yes,1096094,2024-08-01,No
1078,Ross Group,Education,20655820,126,365,2286268,Equipment Purchase,12,9.84,No,866609,2024-08-01,No
1038,"Ali, Smith and Wood",Finance,20894388,119,477,2587111,Expansion,36,14.48,No,1159229,2024-08-01,No
1200,"White, Bishop and Harrell",Agriculture,30228266,464,569,4700145,Research & Development,12,11.3,Yes,2397855,2024-07-30,No
1348,"Cherry, Short and Parker",Finance,43942594,466,595,3481915,Equipment Purchase,12,9.2,No,2460912,2024-07-30,No
1695,Fleming-Day,Manufacturing,26554414,20,437,1704243,Equipment Purchase,24,10.34,No,3086124,2024-07-29,No
1664,Bennett Group,Construction,3442266,460,628,4001403,Marketing,12,10.33,No,1522077,2024-07-28,No
1946,Miller-Dodson,Finance,7689142,59,681,4574843,Research & Development,60,13.21,No,3442389,2024-07-28,Yes
1588,"Johnson, Garcia and Mcneil",Construction,24017995,323,330,1518826,Equipment Purchase,24,11.3,No,1968517,2024-07-28,No
1359,"Clark, Hartman and Adams",Agriculture,24215061,271,522,1614101,Research & Development,12,9.48,Yes,1318962,2024-07-28,No
1036,"Harris, Cooke and Griffin",Construction,26677235,364,724,119477,Equipment Purchase,36,13.64,No,4841506,2024-07-27,Yes
1862,Huang PLC,Transportation,3090212,66,626,2121835,Working Capital,36,7.58,Yes,337555,2024-07-27,No
1632,Blair-Osborne,Construction,28209162,375,497,2609907,Marketing,36,8.17,No,3856627,2024-07-26,No
1094,Shannon Group,Hospitality,43531405,461,463,3626362,Research & Development,36,9.95,No,2810451,2024-07-25,No
1029,Heath LLC,Finance,38132658,314,320,363625,Debt Consolidation,24,10.57,No,2359305,2024-07-25,No
1542,Kelley and Sons,Finance,43413492,182,556,2022967,Research & Development,36,14.29,No,696004,2024-07-24,No
1501,Nash and Sons,Education,33027216,187,628,2534138,Working Capital,12,7.21,No,2064751,2024-07-24,Yes
1092,Young Group,Manufacturing,41066066,343,775,752755,Debt Consolidation,12,12.29,No,2429093,2024-07-24,Yes
1659,Higgins Group,Manufacturing,13866619,418,509,1822199,Research & Development,24,10.03,No,4248880,2024-07-23,No
1027,"Anderson, Spencer and Figueroa",Hospitality,46188926,482,464,3775002,Equipment Purchase,60,7.17,Yes,1657245,2024-07-22,No
1565,"Ramos, Esparza and Miller",Finance,27540396,230,657,3467851,Real Estate,60,8.35,Yes,2191924,2024-07-22,No
1669,"Cooley, Graham and Boyd",Hospitality,27821567,87,461,3920671,Expansion,24,7.56,No,2910597,2024-07-22,No
1587,"Gardner, Daniels and Vega",Hospitality,22677072,251,580,1958997,Real Estate,48,12.25,No,1622762,2024-07-21,No
1845,"Davidson, Ford and Harris",Retail,12360589,29,455,3474659,Equipment Purchase,24,7.11,No,3618935,2024-07-20,No
1012,White and Sons,Transportation,47137470,138,549,3009984,Expansion,60,13.05,No,3120610,2024-07-20,No
1717,Shelton-Hayes,Retail,44721639,183,332,1743909,Debt Consolidation,48,7.06,No,1982919,2024-07-19,No
1800,"Morris, Ryan and Clark",Education,8778748,233,792,2887976,Debt Consolidation,48,9.73,No,4706480,2024-07-19,Yes
1499,Wilson-Dickson,Education,17556827,431,347,2107338,Equipment Purchase,24,11.77,No,1019738,2024-07-19,No
1513,"Smith, Evans and Dixon",Finance,16590661,23,648,214589,Working Capital,36,14.7,No,2744991,2024-07-18,Yes
1634,Henderson LLC,IT Services,38277378,148,700,4089284,Real Estate,24,8.88,Yes,2508884,2024-07-17,No
1144,"Williams, Mathis and Williams",Finance,29168643,150,525,2391136,Expansion,12,12.76,No,2127645,2024-07-16,No
1248,"Robles, Hernandez and Duncan",Transportation,32970599,496,600,2122784,Real Estate,60,11.66,No,3052083,2024-07-16,Yes
1230,Kramer Inc,Education,47361481,227,776,3900315,Marketing,24,13.35,Yes,533075,2024-07-14,No
1242,"Cameron, Johnson and Thornton",Retail,21073266,82,623,4255479,Equipment Purchase,48,14.74,No,401637,2024-07-13,No
1720,"Jones, Harper and Freeman",Healthcare,43590048,414,311,1955797,Inventory Purchase,24,10.54,No,313356,2024-07-13,No
1920,Kerr-Chavez,Construction,32073264,312,547,2123615,Inventory Purchase,12,13.35,No,2509150,2024-07-10,No
1418,"Miller, Lawrence and Delgado",Hospitality,49473002,396,424,1582795,Real Estate,60,9.23,No,2468126,2024-07-09,No
1136,Mack Ltd,Hospitality,37249378,319,785,934874,Expansion,48,10.88,No,185797,2024-07-09,No
1085,"Chung, Serrano and Ortiz",Transportation,9652831,280,477,4922684,Working Capital,24,12.32,No,1456819,2024-07-08,No
1673,Sullivan and Sons,Construction,39535694,387,327,1842166,Marketing,60,14.43,No,1031598,2024-07-08,No
1252,Jones-Gonzalez,Healthcare,2059622,325,631,3533372,Equipment Purchase,24,10.66,No,2035196,2024-07-08,No
1706,Garcia-Curry,IT Services,49018519,343,529,2482865,Equipment Purchase,12,14.68,No,3440919,2024-07-06,No
1786,Davis LLC,Retail,37286070,120,421,2554698,Equipment Purchase,48,9.65,Yes,1641620,2024-07-06,No
1950,"Hicks, Green and Simpson",Retail,1647296,122,827,1945964,Expansion,36,12.94,No,3269919,2024-07-05,Yes
1576,"Mcdonald, Wood and Howell",Finance,44607261,26,750,1235371,Marketing,24,10.38,Yes,4500696,2024-07-05,No
1590,Salazar Ltd,Construction,24394704,241,482,1529290,Research & Development,48,12.46,No,2880095,2024-07-04,No
1231,"Hughes, Malone and Hamilton",Healthcare,36055276,111,361,3251396,Real Estate,60,11.61,No,4009770,2024-07-03,No
1484,Walker and Sons,Education,39060986,261,823,4703623,Working Capital,24,7.73,No,1600642,2024-07-02,No
1851,Mullins-Nixon,IT Services,16648245,239,454,2423724,Real Estate,48,11.03,No,4533562,2024-07-02,No
1907,Adams PLC,Education,38176570,237,666,1727059,Marketing,60,11.29,No,1959042,2024-07-02,Yes
1766,Arnold-Lee,Education,21606265,470,566,2012493,Equipment Purchase,48,14.41,No,1329372,2024-06-30,No
1816,"Fleming, Rios and Miller",IT Services,10014653,402,318,3697170,Expansion,60,14.58,No,3993855,2024-06-30,No
1981,"Diaz, Bullock and King",Healthcare,46560900,428,466,4020367,Working Capital,24,11.08,Yes,2492905,2024-06-30,No
