Enterprise_ID,Enterprise_Name,TAT_Score,Loan_Amount,Loan_Status,Risk_Category,Last_Assessed_Date,Credit_Score,Sector,Remarks
ENT0204,Wells-Perez Pvt Ltd,3.24,66125291.57,Defaulted,Low,2023-05-23,484,Healthcare,Marriage difference new provide.
ENT0205,Clay LLC Pvt Ltd,3.66,31589484.19,Closed,Low,2025-02-07,485,Retail,Artist crime test expect tree.
ENT0206,"Haney, Mendez and Berg Pvt Ltd",3.05,40677650.06,Active,Medium,2025-03-01,331,Services,Will common budget system clearly.
ENT0207,Hicks LLC Pvt Ltd,3.86,22298155.12,Closed,Low,2024-05-06,461,Technology,If find subject continue recognize management lay.
ENT0208,Moore-Dennis Pvt Ltd,1.9,33113906.32,Defaulted,Low,2024-07-20,353,Retail,Surface couple painting.
ENT0209,Gray PLC Pvt Ltd,1.21,62165980.01,Defaulted,Low,2023-10-13,753,Logistics,Decade yes hit allow pay.
ENT0210,Little-Williams Pvt Ltd,2.69,44762374.48,Closed,Low,2023-07-26,824,Services,Media nearly late yet professor land into need.
ENT0211,Galvan-Williams Pvt Ltd,2.05,11978087.45,Defaulted,Medium,2024-11-04,798,Healthcare,Option week reach all concern enter.
ENT0212,"Williams, Rogers and Campbell Pvt Ltd",0.7,40131076.21,Defaulted,Low,2024-09-22,509,Healthcare,Change responsibility hundred result suffer series.
ENT0213,"Bailey, Jackson and Allen Pvt Ltd",4.75,76967603.2,Closed,Low,2024-12-15,422,Manufacturing,Building who information drop.
ENT0214,Morgan and Sons Pvt Ltd,2.74,43634846.12,Active,Low,2023-11-09,535,Technology,Half watch evening together.
ENT0215,Moore Inc Pvt Ltd,0.82,86314671.84,Active,Low,2025-03-29,770,Services,Floor nor trade camera card seat federal.
ENT0216,Ware Ltd Pvt Ltd,4.38,58000156.91,Defaulted,Low,2024-03-13,727,Healthcare,Ground investment no situation issue heart.
ENT0217,"Floyd, Dorsey and Mahoney Pvt Ltd",1.02,3064799.34,Closed,Low,2024-08-20,771,Technology,Recently from improve policy.
ENT0218,Mcdonald-Horton Pvt Ltd,0.9,84603951.62,Active,Low,2023-11-09,710,Services,Very debate board receive discuss story per state.
ENT0219,Gutierrez-Harris Pvt Ltd,2.28,31717181.62,Closed,Low,2024-04-05,472,Services,Before identify choose debate now American.
ENT0220,Moore-Martinez Pvt Ltd,2.8,12288637.34,Defaulted,Low,2024-09-02,657,Technology,Hundred above pattern team candidate shoulder price.
ENT0221,"Hayes, Banks and Wheeler Pvt Ltd",3.77,82075911.55,Active,Low,2024-10-26,449,Healthcare,Those choice Republican check guess health feeling.
ENT0222,Sanchez Group Pvt Ltd,1.39,60637499.54,Defaulted,Low,2024-09-28,805,Energy,Same drug near instead sign clearly.
ENT0223,Barnes Inc Pvt Ltd,3.9,76227837.81,Closed,Medium,2024-08-23,878,Technology,Effort office source spend issue source.
ENT0224,Macias PLC Pvt Ltd,4.39,63094523.28,Active,Low,2025-01-09,780,Energy,Get why heart worry small.
ENT0225,Clark-Lawson Pvt Ltd,3.34,79836638.24,Defaulted,Low,2025-03-19,819,Services,Thousand economic natural positive.
ENT0226,Parks-Nguyen Pvt Ltd,1.9,45739472.51,Active,Low,2023-10-06,593,Services,Political age music color.
ENT0227,Clark-Kaiser Pvt Ltd,3.4,97759484.72,Active,Medium,2024-09-02,819,Logistics,Site nor compare avoid you.
ENT0228,Mcclain-Nelson Pvt Ltd,2.58,55877320.76,Defaulted,Medium,2024-11-12,760,Finance,Nearly themselves fly authority.
ENT0229,Smith-Ashley Pvt Ltd,1.95,48087273.77,Active,High,2025-05-02,761,Services,Decision school laugh pass trial cause.
ENT0230,Costa-Terrell Pvt Ltd,4.15,83900340.65,Defaulted,Low,2024-05-29,476,Manufacturing,Make north science language.
ENT0231,Anderson-Patterson Pvt Ltd,1.61,44338069.16,Closed,Low,2024-09-01,462,Technology,Attention continue agency south example rise mind.
ENT0232,King LLC Pvt Ltd,2.18,29006464.28,Closed,Medium,2023-12-22,353,Technology,Happy development movement.
ENT0233,Castro-Thompson Pvt Ltd,0.8,10356088.8,Defaulted,Low,2023-07-22,558,Retail,Difference property national.
ENT0234,Baird Group Pvt Ltd,2.0,58691211.94,Active,High,2023-09-20,617,Logistics,Level before mean indicate experience measure.
ENT0235,"Ryan, Torres and Murphy Pvt Ltd",1.08,71174567.42,Active,Low,2024-02-08,685,Technology,Likely billion move amount base under sign.
ENT0236,Smith-Mccarty Pvt Ltd,4.16,67341523.6,Defaulted,High,2023-06-12,839,Services,Cause memory season month quality receive exist.
ENT0237,Young Group Pvt Ltd,3.41,42917230.27,Closed,Low,2025-05-13,616,Retail,Yard article tree person citizen responsibility.
ENT0238,"Luna, Nicholson and Myers Pvt Ltd",4.78,34831502.17,Closed,Low,2023-06-08,440,Retail,Ready network west challenge kitchen stock.
ENT0239,Lamb-Parker Pvt Ltd,0.85,84598410.48,Active,Low,2024-11-19,852,Manufacturing,Apply company money by listen city.
ENT0240,Ryan Ltd Pvt Ltd,3.48,87762884.48,Defaulted,Low,2024-02-20,685,Retail,Doctor enter onto prepare receive game act.
ENT0241,Gibson-Arnold Pvt Ltd,1.23,83303160.61,Defaulted,Medium,2023-09-14,469,Energy,Traditional picture development director should far something deal.
ENT0242,Collins Group Pvt Ltd,0.7,37065642.0,Defaulted,Low,2025-05-04,754,Healthcare,Clear likely include arrive will often fine.
ENT0243,Mathews Group Pvt Ltd,3.89,78596235.58,Active,Low,2025-04-25,616,Energy,Stuff a him win.
ENT0244,"King, Todd and Ferrell Pvt Ltd",4.57,20207601.45,Defaulted,High,2024-06-08,751,Energy,Light enjoy nearly there.
ENT0245,"Rodriguez, Decker and Oconnor Pvt Ltd",3.96,78034279.69,Defaulted,Low,2023-06-21,465,Finance,Agency discussion beat.
ENT0246,Hughes Group Pvt Ltd,4.11,14701454.93,Closed,Low,2024-07-30,792,Technology,Lot blood top as rest face.
ENT0247,Odom-Hernandez Pvt Ltd,3.0,11156383.44,Defaulted,Medium,2024-08-21,591,Services,Put television share piece resource.
ENT0248,Jones-Dean Pvt Ltd,3.93,28006338.66,Defaulted,Low,2024-06-05,747,Services,Of but sister former.
ENT0249,Jimenez-Whitaker Pvt Ltd,4.76,22981762.68,Closed,Medium,2023-10-19,327,Logistics,Cut you themselves natural eye job usually.
ENT0250,Parker Group Pvt Ltd,0.74,50698704.35,Active,Low,2025-05-06,383,Technology,Study Mrs music affect water.
ENT0251,Lopez Inc Pvt Ltd,1.51,32549802.67,Active,Medium,2025-03-06,643,Retail,Technology story seek company paper ball how.
ENT0252,Rhodes-Hoffman Pvt Ltd,1.12,29401060.33,Closed,Medium,2023-05-27,442,Energy,Production like fish marriage stand share policy form.
ENT0253,Fitzpatrick-Pena Pvt Ltd,2.52,1519868.63,Active,Low,2023-08-16,520,Retail,Everybody cold owner community main drug either operation.
ENT0254,"Silva, Strickland and Bryant Pvt Ltd",2.97,72996243.75,Defaulted,Low,2025-05-20,595,Finance,Us others begin north although result.
ENT0255,Carter Ltd Pvt Ltd,1.86,5727195.22,Closed,Medium,2024-06-11,768,Services,Voice attention seven current other woman arrive.
ENT0256,Erickson Group Pvt Ltd,1.0,90609541.68,Defaulted,Low,2024-07-09,827,Finance,Under heart report rather pretty discuss.
ENT0257,Whitaker-Kent Pvt Ltd,3.73,29835926.79,Active,Medium,2025-05-18,546,Logistics,Her raise blood market sure wait.
ENT0258,"Marshall, Mcgee and Simmons Pvt Ltd",1.34,67153275.39,Defaulted,High,2023-11-15,369,Manufacturing,Authority nice tonight base century environmental enter team.
ENT0259,Rogers Inc Pvt Ltd,2.26,47543372.74,Defaulted,Low,2024-10-28,682,Healthcare,Senior partner majority suddenly coach answer.
ENT0260,"Perez, Conley and Nunez Pvt Ltd",3.86,36352293.77,Active,Low,2023-08-07,406,Technology,Television miss author voice enough old challenge.
ENT0261,Casey Inc Pvt Ltd,1.1,35877605.57,Closed,Medium,2024-11-06,479,Energy,Total size step southern often.
ENT0262,Brown LLC Pvt Ltd,4.91,48374585.99,Active,Medium,2024-03-05,364,Energy,Prevent government different color.
ENT0263,"Drake, Rice and Davis Pvt Ltd",0.67,20957508.29,Active,Medium,2023-08-07,623,Healthcare,Yeah study stuff.
ENT0264,Simpson LLC Pvt Ltd,2.82,98923147.53,Defaulted,Low,2025-02-26,337,Finance,According already performance appear.
ENT0265,Brewer-Gould Pvt Ltd,1.79,86351714.52,Active,Medium,2024-11-21,639,Healthcare,Attention add life.
ENT0266,Williams LLC Pvt Ltd,1.06,37433898.26,Closed,Medium,2023-10-24,695,Technology,Herself answer expect watch notice body news.
ENT0267,Haynes-Brown Pvt Ltd,4.88,50124119.43,Closed,Low,2024-07-17,831,Healthcare,No huge even reality claim grow.
ENT0268,"Burke, Hill and Miller Pvt Ltd",4.11,72981051.11,Active,Low,2023-05-27,484,Healthcare,Chance owner measure television report.
ENT0269,"Green, Wright and Flowers Pvt Ltd",1.95,8926822.2,Defaulted,Low,2025-01-23,756,Logistics,Why possible him leg would action.
ENT0270,Crawford LLC Pvt Ltd,1.25,44946929.73,Closed,Low,2024-03-03,661,Logistics,Physical meet hair avoid.
ENT0271,"Moore, Strong and Avila Pvt Ltd",1.74,98022700.64,Active,Low,2024-08-24,715,Technology,Score party scene necessary news land.
ENT0272,Thompson-Gould Pvt Ltd,2.81,75239900.44,Active,High,2023-08-08,446,Energy,Hold would send actually sell.
ENT0273,"Nelson, Chang and Munoz Pvt Ltd",0.66,7656102.94,Defaulted,Low,2025-03-04,692,Manufacturing,Watch ground rate surface conference commercial worry.
ENT0274,"Carrillo, Garcia and Wallace Pvt Ltd",3.22,68227143.63,Closed,Low,2024-09-14,378,Retail,Crime sea they able marriage interest position.
ENT0275,"Wilson, Clark and Best Pvt Ltd",2.88,40405370.55,Defaulted,Low,2024-07-01,416,Manufacturing,Step could probably develop.
ENT0276,Adams-Chase Pvt Ltd,3.81,50405352.07,Closed,High,2025-04-07,420,Healthcare,Open set toward item.
ENT0277,"Phillips, Kramer and Patel Pvt Ltd",3.99,70699743.31,Active,High,2023-09-28,592,Energy,Area strong interview fill.
ENT0278,Houston-Nelson Pvt Ltd,1.4,14437113.36,Active,Low,2024-04-24,755,Services,Design party executive meeting national chair.
ENT0279,Crawford-Duncan Pvt Ltd,4.15,96788562.4,Closed,Medium,2024-02-21,366,Healthcare,Professor real claim.
ENT0280,Hooper-Stewart Pvt Ltd,4.51,85284843.02,Defaulted,Medium,2025-02-02,478,Technology,Debate then law step total early along.
ENT0281,"Ellis, Conley and Holmes Pvt Ltd",2.79,13014883.05,Active,Medium,2024-02-20,542,Energy,Sound both respond fund drug.
ENT0282,Pollard Group Pvt Ltd,0.62,55848122.29,Closed,Low,2023-11-26,864,Retail,Alone song age mind team son economy.
ENT0283,Montoya-Torres Pvt Ltd,3.25,9535332.68,Closed,Low,2025-01-13,790,Logistics,General arrive control himself.
ENT0284,"Rose, Hall and Mann Pvt Ltd",3.96,82510600.55,Active,Low,2024-06-21,624,Services,Support teacher its building hot.
ENT0285,Miller Group Pvt Ltd,2.52,68330790.07,Closed,Low,2024-10-18,864,Retail,Single land vote agree.
ENT0286,Osborn-Rogers Pvt Ltd,3.96,13774262.82,Defaulted,High,2024-12-15,356,Services,Person significant grow own pattern.
ENT0287,Lopez Inc Pvt Ltd,2.83,31108329.74,Active,Low,2024-05-21,530,Technology,Federal speech effort.
ENT0288,Smith-Cruz Pvt Ltd,4.76,52370881.55,Closed,Medium,2023-12-08,556,Finance,Not drug no finally like possible.
ENT0289,"Martin, Peters and Mcbride Pvt Ltd",3.36,55533300.13,Active,Medium,2024-08-09,846,Services,Continue safe former figure financial almost.
ENT0290,Coffey and Sons Pvt Ltd,2.76,17694954.27,Defaulted,Low,2024-06-01,645,Manufacturing,Certainly national eye school.
ENT0291,"Thomas, Jackson and Wyatt Pvt Ltd",4.21,3808975.3,Active,High,2024-06-11,890,Healthcare,Up admit think support add.
ENT0292,Smith Ltd Pvt Ltd,3.43,76928941.09,Closed,Medium,2024-04-19,331,Energy,Tonight us change every.
ENT0293,"Smith, Delacruz and Hunt Pvt Ltd",4.5,55012170.87,Defaulted,High,2024-01-29,794,Finance,Despite including keep next return course figure.
ENT0294,"Henderson, Miller and Andrews Pvt Ltd",4.12,68814093.28,Closed,Low,2025-03-30,361,Retail,Wait free no sell administration customer.
ENT0295,"Nicholson, Leonard and Weaver Pvt Ltd",2.48,48940861.88,Active,Low,2023-07-22,447,Technology,Wish onto single already hotel.
ENT0296,Johnson-Hamilton Pvt Ltd,4.38,32612322.87,Closed,High,2024-02-07,433,Technology,Attorney ago artist part agreement.
ENT0297,Howard-Cox Pvt Ltd,2.82,11512209.43,Active,Low,2023-08-03,573,Energy,Trade seat from.
ENT0298,"Beard, Mcdonald and Sandoval Pvt Ltd",1.62,10584353.6,Closed,High,2024-04-02,728,Finance,Activity claim lay name main could key.
ENT0299,Dalton-Velez Pvt Ltd,4.83,90328771.88,Closed,High,2024-08-18,620,Finance,Attention agent listen pretty.
ENT0300,Abbott LLC Pvt Ltd,3.93,50328288.66,Defaulted,Low,2025-02-21,615,Energy,Six lay ability present news bring.
ENT0301,Mora-Dawson Pvt Ltd,0.6,94578047.6,Defaulted,Low,2024-02-07,546,Finance,Significant phone firm employee town truth.
ENT0302,Smith LLC Pvt Ltd,3.13,5817155.16,Closed,Low,2024-02-08,781,Healthcare,Be wind four crime road.
ENT0303,Wood Inc Pvt Ltd,2.92,84870064.17,Closed,Low,2023-08-27,570,Technology,Everybody condition real interesting alone perform.
ENT0304,Anderson-Wiley Pvt Ltd,3.94,37227797.9,Closed,Low,2023-12-14,875,Finance,Art great create.
ENT0305,Thompson-Meadows Pvt Ltd,2.13,29571568.01,Closed,Low,2024-11-01,863,Healthcare,Provide again laugh ready where heart.
ENT0306,Williams Inc Pvt Ltd,4.21,62700916.29,Defaulted,Low,2024-01-08,399,Logistics,Reflect perhaps win quality.
ENT0307,"Jensen, Romero and Miles Pvt Ltd",2.18,98691978.78,Defaulted,High,2025-02-08,447,Finance,Enter live example of.
ENT0308,Jackson Group Pvt Ltd,3.21,40737321.34,Active,Low,2023-08-02,440,Technology,General anyone consumer tend individual.
ENT0309,"Spears, Clark and Rios Pvt Ltd",4.12,52413938.32,Active,Medium,2024-09-18,827,Retail,Upon rest kid friend when carry society.
ENT0310,Sexton-Santiago Pvt Ltd,1.98,61693743.99,Active,Low,2025-04-24,606,Technology,Nation present mouth age model everybody number.
ENT0311,Rice-Cunningham Pvt Ltd,2.78,51461695.97,Closed,Medium,2024-01-24,606,Energy,Myself option letter close investment commercial.
ENT0312,"Christensen, Fleming and Myers Pvt Ltd",4.17,37467423.18,Defaulted,Low,2025-03-26,726,Healthcare,Tend special soon whole.
ENT0313,"Kirby, Morris and Butler Pvt Ltd",4.09,72807097.04,Defaulted,Medium,2024-03-06,785,Healthcare,For everything green more try.
ENT0314,Sanchez-Valencia Pvt Ltd,4.85,78507495.15,Defaulted,Low,2023-12-01,352,Energy,Occur last right cold community expert.
ENT0315,Brown-Hampton Pvt Ltd,1.27,63273498.87,Defaulted,Medium,2025-01-21,689,Retail,Style present management product record just dog.
ENT0316,"Harris, Reed and Mueller Pvt Ltd",4.2,24977459.45,Defaulted,High,2024-03-29,412,Finance,Fine decision someone.
ENT0317,"Bailey, Cooper and Garcia Pvt Ltd",0.59,32055555.86,Active,Low,2025-03-24,508,Logistics,Can official international threat over themselves drug.
ENT0318,"Smith, Smith and Robbins Pvt Ltd",2.76,61536327.93,Closed,Medium,2024-05-24,363,Retail,Think front strategy hour look.
ENT0319,Hooper Inc Pvt Ltd,2.83,56527790.52,Defaulted,Low,2024-07-20,685,Technology,Fast situation partner identify.
ENT0320,Pope-Reynolds Pvt Ltd,4.81,46506689.67,Defaulted,Low,2023-11-05,662,Healthcare,It rest open reflect near last exactly.
ENT0321,Taylor-Turner Pvt Ltd,3.25,20034152.74,Active,Low,2023-06-06,605,Finance,Admit music off possible peace boy pay growth.
ENT0322,"Mcdonald, Foley and Brown Pvt Ltd",4.74,98243769.35,Closed,Medium,2024-11-26,800,Technology,Tax road appear at practice world behind.
ENT0323,Williams-Pineda Pvt Ltd,2.66,56488271.43,Defaulted,Low,2024-07-18,424,Logistics,Door financial century kitchen imagine though after many.
ENT0324,Curry and Sons Pvt Ltd,4.53,40058713.11,Closed,High,2025-05-17,449,Healthcare,Property wonder I much brother serve.
ENT0325,"Kelly, Phillips and Taylor Pvt Ltd",0.69,95576058.05,Active,Low,2024-10-07,752,Healthcare,To place hundred structure available wish speech.
ENT0326,Carter and Sons Pvt Ltd,3.86,22184694.0,Defaulted,Low,2024-08-25,875,Healthcare,Their board product do head.
ENT0327,"Townsend, Anderson and Nguyen Pvt Ltd",1.12,61952026.41,Defaulted,Low,2025-02-14,351,Finance,Three should interview entire.
ENT0328,Parks-Estrada Pvt Ltd,3.37,6196619.58,Closed,Low,2023-12-08,783,Services,Listen involve economic power.
ENT0329,Nunez Ltd Pvt Ltd,3.57,14609236.39,Defaulted,High,2023-06-26,461,Logistics,Play lot exactly from.
ENT0330,Middleton-Mccarthy Pvt Ltd,3.44,88184098.27,Closed,Low,2025-02-24,504,Healthcare,Generation material crime town dark travel weight.
ENT0331,Alvarez-Stewart Pvt Ltd,1.95,64943893.87,Active,Medium,2024-06-09,537,Manufacturing,Federal military involve shake compare.
ENT0332,"King, Patrick and Nelson Pvt Ltd",4.61,18331412.77,Active,High,2023-08-20,337,Logistics,Remain million including future.
ENT0333,"Brock, Gonzales and Anderson Pvt Ltd",4.05,19444851.56,Defaulted,High,2024-01-19,596,Manufacturing,Ahead relationship support car high before result.
ENT0334,Ellis Group Pvt Ltd,0.54,57228225.0,Active,High,2025-04-06,643,Healthcare,Animal matter old.
ENT0335,Patel-Bryant Pvt Ltd,2.54,64489928.54,Defaulted,Low,2024-07-08,437,Energy,Hundred five best day on.
ENT0336,Mclaughlin-Marshall Pvt Ltd,1.73,81072573.95,Closed,Low,2023-10-19,769,Healthcare,Education such crime town.
ENT0337,Hamilton LLC Pvt Ltd,3.73,2394335.37,Closed,Medium,2024-12-06,881,Finance,Century interview understand cell analysis case.
ENT0338,Hall Group Pvt Ltd,1.29,85758503.92,Closed,Medium,2023-07-17,827,Technology,Nearly sell big shake ahead industry.
ENT0339,Holloway-Powell Pvt Ltd,0.89,67256329.49,Active,High,2025-03-24,788,Technology,Interest listen treatment fear hospital.
ENT0340,Williams-Woodard Pvt Ltd,4.71,1676181.93,Closed,Low,2025-01-10,573,Technology,Remain ever third main actually.
ENT0341,Moran Group Pvt Ltd,1.86,72565370.31,Active,Low,2023-11-20,668,Finance,Key top clear knowledge real choose man.
ENT0342,Bolton-Johnson Pvt Ltd,0.78,12704259.93,Closed,Low,2024-01-19,814,Healthcare,Economy seven material along image assume record deal.
ENT0343,Salazar-Hernandez Pvt Ltd,3.61,64232421.19,Closed,Low,2023-11-25,526,Finance,Feel interview recent south knowledge performance.
ENT0344,Turner-Owens Pvt Ltd,4.81,48340008.07,Closed,Medium,2023-08-12,682,Logistics,Clear able daughter job create great.
ENT0345,Hart-Hensley Pvt Ltd,3.66,91366891.94,Defaulted,Medium,2025-04-23,523,Finance,Investment performance return sense.
ENT0346,Bradley Ltd Pvt Ltd,3.56,59985632.09,Active,Low,2025-04-07,840,Technology,Author line big paper million.
ENT0347,Davis-Salazar Pvt Ltd,0.85,56852703.51,Active,Medium,2024-10-25,817,Finance,Create financial class floor alone.
ENT0348,Garcia Inc Pvt Ltd,3.08,15835385.76,Closed,Medium,2023-12-24,752,Services,Party piece ability.
ENT0349,Taylor-Taylor Pvt Ltd,3.56,71974878.65,Closed,Low,2024-05-12,822,Energy,Usually life to since soon health yard.
ENT0350,"Williams, Parker and Campbell Pvt Ltd",4.14,45889797.72,Defaulted,Low,2023-08-16,877,Manufacturing,Fine eight try sign.
ENT0351,Martinez-Jones Pvt Ltd,3.01,67604003.51,Closed,Medium,2025-05-14,705,Healthcare,Build entire prepare loss it collection stop fact.
ENT0352,Smith-Hardy Pvt Ltd,4.17,74834643.8,Defaulted,Low,2024-09-23,733,Technology,Interesting process heavy economic figure serious fight.
ENT0353,Davis-Leon Pvt Ltd,3.65,54575186.9,Active,High,2024-12-22,370,Energy,Should oil statement respond.
ENT0354,Lester-Villanueva Pvt Ltd,0.64,41477826.65,Active,Medium,2023-09-23,730,Technology,Visit that easy.
ENT0355,Jones-Mcgee Pvt Ltd,4.97,38865482.27,Closed,Low,2024-05-03,852,Retail,Especially mouth though.
ENT0356,Ross-Turner Pvt Ltd,3.44,35429218.83,Active,High,2024-04-21,702,Retail,Live alone Republican when full upon similar.
ENT0357,Mendez-Dunn Pvt Ltd,3.78,23046331.38,Active,Medium,2024-10-05,605,Energy,List its section bad.
ENT0358,Martinez-Walker Pvt Ltd,3.53,54900088.56,Defaulted,Low,2024-03-18,535,Finance,Management baby determine small occur benefit usually.
ENT0359,Spears-Christensen Pvt Ltd,2.57,16357015.95,Active,High,2024-10-24,415,Manufacturing,Executive town against important pick.
ENT0360,Jackson-Franco Pvt Ltd,4.14,42504819.25,Active,Low,2024-09-12,368,Services,Degree term something relationship amount form peace.
ENT0361,Hernandez LLC Pvt Ltd,3.17,45197665.56,Defaulted,Medium,2024-02-02,349,Finance,One green hot purpose.
ENT0362,Rivera PLC Pvt Ltd,3.83,40824269.73,Active,Low,2023-08-06,357,Retail,Man glass tend play cover down nation.
ENT0363,Estrada-Sutton Pvt Ltd,2.77,29637081.68,Defaulted,Low,2024-01-24,891,Technology,Bar another add girl still.
ENT0364,"Nelson, Weber and Wilson Pvt Ltd",1.57,87749573.9,Defaulted,Low,2025-03-26,723,Healthcare,Stop thought several often if.
ENT0365,"Jackson, Leonard and Johnson Pvt Ltd",1.74,56115093.69,Defaulted,Medium,2024-06-28,479,Logistics,Outside skill draw take doctor perhaps more.
ENT0366,Mays Ltd Pvt Ltd,3.0,5641525.6,Closed,High,2024-12-14,690,Technology,Tonight TV order country.
ENT0367,Frost PLC Pvt Ltd,3.63,41417658.51,Closed,Low,2024-05-29,850,Energy,Contain author mission beyond behavior left.
ENT0368,Webster and Sons Pvt Ltd,1.58,23309110.29,Defaulted,Low,2024-07-11,774,Manufacturing,Pretty pretty after job even.
ENT0369,Gibson PLC Pvt Ltd,3.03,96810832.67,Defaulted,Low,2024-08-13,697,Finance,Forget morning good need manager ability show.
ENT0370,"Jackson, Horton and Adkins Pvt Ltd",1.65,33696036.37,Active,High,2023-12-27,679,Services,Respond thousand government enter.
ENT0371,Moyer Ltd Pvt Ltd,2.91,83111222.24,Active,Low,2025-03-11,340,Services,Fine push until human include.
ENT0372,"Miller, Gross and Klein Pvt Ltd",1.35,76407945.34,Defaulted,Medium,2024-06-01,522,Energy,Miss decide so Democrat save long a.
ENT0373,George-Smith Pvt Ltd,1.44,90796249.93,Closed,High,2023-11-08,315,Finance,By hundred front including.
ENT0374,Downs-Marsh Pvt Ltd,4.72,96245678.06,Active,Medium,2024-03-09,790,Finance,War media thousand notice someone current recently arm.
ENT0375,"Sanchez, Powell and Nelson Pvt Ltd",3.63,70673089.68,Closed,High,2024-02-24,865,Technology,Determine small win expect picture.
ENT0376,Johns Ltd Pvt Ltd,3.99,38685512.69,Defaulted,Medium,2025-05-20,615,Healthcare,Sound executive drug forward type police sense worry.
ENT0377,Hamilton-Davis Pvt Ltd,2.12,88398383.28,Closed,Low,2024-09-26,780,Technology,Interview who especially.
ENT0378,Blackwell PLC Pvt Ltd,4.61,37699787.22,Closed,Low,2024-11-22,526,Retail,Phone myself describe land born price north.
ENT0379,Johnson PLC Pvt Ltd,0.57,55777844.79,Defaulted,Low,2024-10-07,727,Healthcare,Identify line another have must wind audience.
ENT0380,Jennings Ltd Pvt Ltd,1.19,33656663.31,Closed,Low,2023-09-12,551,Energy,Carry environment so or.
ENT0381,Allen Ltd Pvt Ltd,2.98,94402989.96,Closed,Low,2025-01-28,800,Energy,Congress them among time standard surface.
ENT0382,Harrison-Graham Pvt Ltd,2.57,73544451.47,Closed,Low,2025-03-04,859,Energy,Piece lawyer cup avoid.
ENT0383,Lucas-Hawkins Pvt Ltd,1.33,89047088.44,Defaulted,High,2024-09-25,836,Manufacturing,Thing source organization black if main happen.
ENT0384,"Lamb, Brown and Nguyen Pvt Ltd",4.28,8358710.73,Defaulted,Low,2024-02-09,306,Logistics,Subject big politics feel card.
ENT0385,Gray-Barber Pvt Ltd,1.12,63439463.15,Active,Medium,2023-10-24,309,Finance,Election woman many clearly.
ENT0386,"Barrett, Khan and Pope Pvt Ltd",2.78,37946868.58,Defaulted,Medium,2024-01-27,794,Energy,Now point huge.
ENT0387,Huynh-Cook Pvt Ltd,0.57,53689036.02,Closed,Low,2023-07-12,842,Healthcare,Mouth drive really city question test.
ENT0388,Thompson-Smith Pvt Ltd,2.91,29382165.12,Defaulted,Medium,2023-11-26,740,Retail,Word environmental change story several music anything.
ENT0389,"Padilla, York and Frank Pvt Ltd",0.98,10535075.13,Active,Low,2025-03-17,839,Healthcare,Thousand minute worry rich.
ENT0390,Boyer Group Pvt Ltd,4.17,27465148.93,Closed,Low,2024-05-04,715,Energy,Cell almost together word six culture benefit seat.
ENT0391,Miller-Kerr Pvt Ltd,3.04,99033070.13,Active,Low,2023-12-24,382,Manufacturing,Likely letter lawyer this might learn similar.
ENT0392,Rodgers-Baker Pvt Ltd,0.92,38547138.2,Defaulted,Low,2024-12-22,309,Retail,Glass avoid tax a herself give position.
ENT0393,"Hall, Ramirez and Rodriguez Pvt Ltd",0.87,84687649.66,Defaulted,Medium,2023-11-10,879,Services,Democratic yes cover memory play others too.
ENT0394,"Taylor, Roberts and Andrews Pvt Ltd",4.53,91996069.33,Active,Low,2023-11-23,880,Energy,Never bad top baby exactly your you.
ENT0395,"Hensley, Santos and Joyce Pvt Ltd",1.72,92491767.39,Defaulted,High,2023-10-16,856,Manufacturing,Suddenly language ago above.
ENT0396,"Swanson, Riley and Ellis Pvt Ltd",1.31,85192332.41,Active,High,2024-09-20,447,Logistics,Very safe later authority along we.
ENT0397,Chavez-Holloway Pvt Ltd,4.68,30628412.07,Defaulted,Low,2023-08-14,698,Technology,Most behavior in fall bill agreement that.
ENT0398,"Jacobs, Bell and Roman Pvt Ltd",2.23,74234771.92,Defaulted,Medium,2024-11-06,812,Technology,Computer popular activity already final decade.
ENT0399,Martinez-Grimes Pvt Ltd,0.74,44271737.03,Active,Low,2024-04-21,706,Technology,Boy strong amount trip individual born.
ENT0400,Harris-Doyle Pvt Ltd,0.63,28059375.83,Closed,Low,2023-09-10,664,Logistics,Rest read either kid.
ENT0401,Gomez Group Pvt Ltd,2.44,68289790.95,Defaulted,Low,2024-08-01,602,Finance,Third provide team coach.
ENT0402,White Ltd Pvt Ltd,3.71,9121762.96,Active,Low,2024-09-25,457,Logistics,Blood information almost three assume.
ENT0403,King Group Pvt Ltd,1.93,11548540.85,Active,High,2025-03-13,755,Technology,Inside piece operation impact.
ENT0404,Hall-Baldwin Pvt Ltd,3.93,11120910.0,Active,Low,2025-04-28,759,Logistics,Tree set become specific get anyone say.
ENT0405,Willis-Pierce Pvt Ltd,0.96,9872265.35,Defaulted,Low,2024-10-10,632,Logistics,Set yourself air worry community girl herself.
ENT0406,"Fischer, Miller and Hernandez Pvt Ltd",0.56,41967196.91,Active,Medium,2024-04-11,872,Finance,Wall group cover life order.
ENT0407,Mitchell-Flores Pvt Ltd,3.07,17788709.42,Closed,Low,2023-05-30,575,Healthcare,Board television get number approach.
ENT0408,Taylor-Smith Pvt Ltd,1.71,15447547.24,Active,Low,2025-01-23,731,Healthcare,Middle range choose beat research agree beat.
ENT0409,Mathews Group Pvt Ltd,2.68,8615214.78,Closed,High,2023-06-14,807,Finance,Without day cup.
